Comments,Sentiment
kejatuhanmu adalah melawan kritik,negatif
nice laptop btw,negatif
damn he talks like freaking ai,negatif
mantap..gas terus suhu.bad news is a good news,negatif
hedeh.. anti kritik padahal emang bener kata bang david. mana cipset bapuk gk sesuai harga ni mau untung banyak bilang aja,negatif
harga uda di angka8jtan masih d7300 ya ampas la minimal d9300 atau sd8gen3...  kalah kau dari bran lain conto infinix gt20 pro  uda pake d8300 dengan harga setengah nya..  koreksi kembali buat bbk group untuk mempertimbangkan chipset..,negatif
ada macbook coyyy,negatif
"soo childish bro, kenapa buat ini sih, bad move sih,",negatif
haduh haduh haduh,negatif
mampus lu po.. di serang balik ama tech reviewer,negatif
"<a href="" emang oppo gak ada bikin laptop ya?  kenapa harus pakai macbook",negatif
download videonya ges keburu dihapus,negatif
blunder abis,negatif
bro fikir dia lebih hebat,negatif
masih percaya ucapan david ..  laptop mu aja apple.,negatif
kikir mah kikir aja,negatif
awal mula kehancuran oppo. bukannya perbaiki produk malah bikin konten gak jelas   lingkungan pekerjaan dan pertemanan gua udah gak ada pake oppo,negatif
"<a href="" apple huh? guest the best gadget brand out there ( oppo? definitely not)",negatif
perasaan oppo reno 12 versi china gak begitu,negatif
"oppo vs everybody .. wkwkwk uda brani menyalaa ni abang abangan opponya , btw tapi bagus kok hp nya..kalau penggunaan saya pribadi, oppo jauh lebih awet dari siomay.. konsisten performa ataupun hardware nya yak di penggunaan saya ..",negatif
"dari video ini, gw jadi ngerti kenapa penjualan oppo sekarang turun wkwk",negatif
loh ada epel,negatif
"1,8k disslike",negatif
kesini cuma mau dislike aja...,negatif
jual hp entry level harga flagship. tobat lu oppo!!,negatif
"-ditanya kenapa pake mesin geter murah sekelas 9jt &quot; fokus performa tinggi&quot; -dibahas &quot;kalau cari performa, udah pasti ga masuk&quot; malah dibandingin  ama exynos 2200 dan malah pamer camera ai malah sendiri ngaku kalo performa masih kalah ama  lain -- fokus ai katanya tidak banyak hp  fokus ai malah sndri ngaku ai nya banyak kurang,  dia fokusin msih banyak kurang",negatif
wkwkwk,negatif
"liat video ini, ngerasa gak sih doi ini public enemy di kantornya sendiri. konten script nya berantakan karena dibikinin asal sama anak buah, belum lagi editing yang sepertinya “sengaja” dibikin bocor di <a href="" dengerin customer aja gak mau, apalagi dengerin masukan anak buah ya kann. ",negatif
"kukira ni video parodi loh, ternyata beneran official jir",negatif
bakal ditake down ga ya...,negatif
achievement unlocked; clown,negatif
oppo sedang memasak dirinya sendiri,negatif
more ai = winner   ogahj,negatif
mau tau kelanjutanya di ni video bakal di hapus  atau masih nyari dislike  banyak wkwk,negatif
macbook lho ya,negatif
"walaupun gratis ,, ogahh gak akan make gue tu hp reno 12 pro",negatif
y4n9 p3nt1n9 1 c4n sp34k 3n9l15h,negatif
point 1 sama 2 malah berlawanan om.,negatif
abis bikin video gini emangnya org jd pengen beli oppo mu tah om? atau malah makin ogah,negatif
kok cara ngmngnya kaya kaum lgtv ya,negatif
gua masih heran. udah jaman melek teknologi ko ada orang yang masih beli hp oppo.. apalagi kelas bawah dan menengah.... mereka kasih harga ga ngotak.. spek juga ga ngotak...,negatif
logo apple di laptopnya di hapus x)),negatif
nge roasting balik brand android sebelah sambil menggunakan produk apple emang valid wkwkwk,negatif
"bjirr, logo apel dihapus",negatif
akun nya nih orang apaan sih,negatif
ngomong apaan . sih .,negatif
3220 eula plain,negatif
wkwk ga ngejawab dgn tepat,negatif
badut,negatif
big l om cmo,negatif
"percayalah ini adalah cara terbaik untuk meningkatkan penjualan. memang belum tentu laku, tapi setidaknya brand ini naik ke permukaan. kalian semua tau bahwa hal negatif lebih menarik daripada hal positif, so.. &quot;stop making stupid people famous&quot; is real, you are all blinded by their system, please do not limit your brain",negatif
"awareness nggak selalu langsung mengaruh ke penjualan, masih ada tahap minat, pertimbangan dan niat membeli.",negatif
blundernya malah banyak banyak menjauh,negatif
bisa dibilang ini gambling sih,negatif
ngga juga sih.. malah ngrasa aib beli hp ini. jadi tercerahkan ada hp dengan harga  sama  lebih worth it,negatif
"<a href=""  dimensity 7300 emg menang soal efficiency daya, cmn performance kalah jauh sm  lain  <a href=""  customize sesuai kebutuhan kalo milih aplikasi satu per satu itu cukup ngeselin menurut ane   menurut ane cukup penting misal mau nambahin performa, kasih switch buat naikin thermal throttling, soalnya hp jaman sekrang itu thermal throttlingnya di sekitar 40~45°c, misal udah nyampe diatas 40 dvfs/dcvs otomatis nurunin clock speed, naikin jadi 50 ato 55 dah bisa gimang, walaupun panas tapi bisa ngelepas bates performa",negatif
dia siapa ??? dia dibayar berapa ??  dia gak pakai oppo... pakai produk apple malah,negatif
brand kok anti kritik bang,negatif
ninggalin jejak. komen dr hp logo apple,negatif
loh2 kok itu applenya di ilangin?,negatif
wkwkwkwkwk  panik mereka,negatif
"ini seriusan ngebandingin dimensity 7300 sama exynos 2200? yaa betul lah david, hp 7 jutaan masa masih pake chipset midrange ",negatif
eh beneran pke macbook loh . editor ketar ketir,negatif
owhh gimmick,negatif
langsung hapus logo laptop,negatif
"<a href="" kok ada logo buahny om?",negatif
oppo ga punya produk laptop?,negatif
fokus kepada peforma  toko sebelah fokus ke peforma harga hanya 7jt antutu score diaplikasi sama bisa 1jt lebih  harga 9jt antutu 500rb udah mirip hp 2jutaan belum?,negatif
"blunder sih sekelas brand oppo bikin konten begini, su1c1d3 inimah, malah pake produknya apple lagi haduh, yok tebak tebakan berapa lama konten ini bertahan dan kapan bakalan diapus?",negatif
sekelas cmo masa jawabannya gini sih? meski script nya ditulis orang ya minimal baca dulu atau pas lagi take video liat lagi direview,negatif
gak peduli wong digaji,negatif
"amankan doksli guys, karna bisa banget digoreng ini video",negatif
awokawok panas kalungan kulkas,negatif
ampun dah so suck harga 8juta pake mediatek tahun kapan????   didapetin gk sebanding dgn harga  harusnya sih dipangkas setengah harga lebih pantas,negatif
"mediatek sih gak masalah bro, tapi kenapa &quot;cuma&quot; dimensity 7300 doang andaikan pake 8300 pasti bakal lebih gg lagi",negatif
"kesimpulannya pakailah apple, kok bisa ya oppo nglawak kayak gini",negatif
badut of the week,negatif
hp lu laku karena salesnya sering tipu orang tua gaptek,negatif
setuju banget..,negatif
subtitle nya kemana nih... kak gak semua orang ngerti bahasa inggris,negatif
ai and performance my ass. kalo mau gituan second hand laptop rtx 3050 juga bisa bangke mana tetep ampas hp lu juga kalo dibandingin.,negatif
"itulah kenapa , gw ga bakal sentuh produk oppo wkwkwkw",negatif
dungu,negatif
di kritik bukannya sadar malah membadut,negatif
blunder af,negatif
oppo badut,negatif
semakin yakin ga pilih oppo,negatif
"<a href="" wwkkkwwk apple donk",negatif
"<a href="" bocor tuh",negatif
eeeaaaaa brand segede ini bisa blunder jugaaaa,negatif
"<a href="" performance is what we are looking for  <a href="" is not specify for only gaming  bruhh???????",negatif
tidak konsistent adalah jalan ninja oppo :v,negatif
enjoye ??? nah ....,negatif
"ini mah bukan mendengar pendapat, tapi ngasih pembelaan om ",negatif
"langit tidak perlu menjelaskan bahwa dirinya tinggi <a href=""",negatif
"sebenernya nggak perlu bikin video kaya gini sih..., malah makin jatuh pamor nya..., blunder blunder...",negatif
blunder blunder,negatif
big l for oppo,negatif
wkwkwkwkw oppo&quot;,negatif
bang david review your brand sebagai netral bukan penjilat bang ),negatif
konten  terlalu kekanak-kanakan .,negatif
"well, well, well. some incosistency here and there. other comments already said it, so i wouldn&#39;t.  for now, bring your cto to speak up. maybe they can cover your cmo&#39;s bad choice of clarifications. if not, well, it&#39;s your products that will be declining on the market.",negatif
"bikin subtitle saja pelit, kecilnyaaa...",negatif
"cmo do the job, great marketing anw",negatif
laptopnya ganti dulu om,negatif
usia segini lagi lucu lucunya,negatif
singkat padat apple,negatif
pantek ang ayo di adu sama iqoo 12 lah,negatif
"siapapun  punya ide untuk berucap dengan respon seperti itu, ganti aja dah",negatif
another clown is coming,negatif
kaya orang jaksel cik gaya bicaranya,negatif
anti kritik ️️,negatif
sekelas oppo kok gini aduh kocak banget kalo gak mau di kritik udah jangan buat hp,negatif
tebak umur video ( di hapus karena kena mental njir),negatif
i don&#39;t know you but i&#39;m pretty sure you have a great career in stand up comedy,negatif
anti kritik,negatif
"@oppo , you should watch the original video version, that the cmo use an apple  macbook as a show off gadget . then oppo head office must do something big really soon to repair the damage that the cmo did ... ",negatif
exynoss 2200 itu 2 tahun lalu kan ?  chip 7300  peforma ??di saat yang lain pake 8300 ?atau 7 gen 3 wtf.. dengan kerapatan layar 394 gak tembus 400 claim layar flagship ? dahel.  emang oppo sering lawak,negatif
udah gitu layar flagship kok resolusi layarnya 1080p  seharusnya the real layar flagship itu beresolusi 1440p,negatif
gosong shef,negatif
"disponsori oleh apple <a href=""",negatif
badut,negatif
grup wa reviewer tech pasti seru nih isinya,negatif
apa gimana? oppo ampas? iyaa bener oppo brand ampas.,negatif
woi..,negatif
"menggunakan b. inggris tidak membuatmu menjadi terlihat cerdas ataupun ber intelegensi tinggi. tpi apa  km ucapkan, cukup membuat kami ngakak parah.  tidak mau kalah, menjatuhkan produk2 lain dan tidak mau mengintropeksi diri.  btw menit <a href="" mau endorse produk apple bang? ",negatif
udah di sensor logo apple  nya kwkwkw ngakak,negatif
he is still dumb and blundered but in another language,negatif
minimal make laptop dari produk bbk ga sih,negatif
"stop it bro, youre not carl pei",negatif
wkwkwkwk  oppo selalu memberikan harga mehong dengan kualitas badut,negatif
ga ada yang percaya.. bias.. lu ngga punya kepercayaan kayak david punya..,negatif
kesimpulan nonton video ini. pakailah produk dari apple karna apa yang lain hanya badut,negatif
salty ahh cmo,negatif
"jadi makin yakin buat gk beli smartphone dari ni brand,,,dari dlu pun gk pernah sama sekali beli smartphone dari brand ini krn dlu sering banget lihat teman&quot;  punya smartphone dari brand ini sering trouble pada software os ny,,, dan dgn harga segitu dan range gk beda jauh,,,brand sebelah udah nawarin chipset mediatek dimensity 8300 ultra dan mediatek diemnsity 9300+,,, klo utk fitur ai di bagian edit foto gk terlalu ngarub sih,,, soal klo mau brand&quot; lain juga bisa masukin fitur ai ny di next update os,,,",negatif
"ngapain bikin video kaya gini, udah kaya honda aja",negatif
"kasian cmo nya terlalu sombong. bukannya berubah, malah ngeroasting. pfffffff n*okiable",negatif
"<a href="" yang kalian cari?",negatif
logo apel kegigitnya mana bang,negatif
"trust me your product is shit, all you able to do was marketing bullshit that&#39;s all",negatif
tinggal tunggu klarifikasi aja ini~,negatif
"pihak biru bisa aja sih gugat, udh ga ngapa ngapain ttp aja disebut exy... wkwkwk",negatif
gimik bukan ya editing bocor ini   biar dibicarakan gituu,negatif
gorengan rek,negatif
bikin poin2 tp saling g mendukung,negatif
"orang oppo aja pke macbook <a href=""  ",negatif
oppo tab gak bisa jadi media baca atau nonton yt kah  ?,negatif
ceritanya mau kaya nothing tapi ini malah blunder,negatif
wkwk pakek laptop apple,negatif
"dari video ini dapat kita ambil kesimpulan, ",negatif
nice try super diddy,negatif
"baang, kok pakai produk apple? pakai dong produknya sendiri.",negatif
"ini gw komen jam 16.24 tgl 9/10/24  yang like videonya cuman 102 sedangkan dislikenya 1,5ribu    wowkwowo keliatan blunder parah di marketing tuh yang nulis scriptnya lulusan sd sepertinya kontradiktif semua dan gak konsisten ",negatif
"singkat, padat, ora urus",negatif
blunder parah,negatif
lawakkk ahh blunder parahh,negatif
sumpah gaw gak pernah lirik oppo sekalipun  gak guna anjir,negatif
"udah intinya emg produknya ngga laku ae, lagi di kritik haptic feedbacknya malah bahas performa dll",negatif
asseeekkk oppo meroket kebawah nih penjualanya wkwkwk,negatif
top 1 stupid ppl on this era,negatif
denial,negatif
"gw tukang service hp, emang gw akui hampir semua lini produk oppo build quality nya gak kaleng², emang dari dulu terkenalnya kurang price to value dibanding kompetitor  tapi dulu masih banyak kompetitor yang mangkas biaya produksi buat mentingin spek,alhasil bisa dibilang ringkih beda dgn oppo walau dikelas harga yang ditawarkan spek nya masih tergolong jauh dari kompetitor  oppo berani kasih build quality yang oke   namun sekarang banyak brand yang mulai membenahi produk² mereka  agar bisa price to value bagi konsumen   tapi dari sudut pandang saya oppo masih terlalu konsisten dan percaya diri dengan apa yang dari dulu telah mereka pertahankan tanpa adanya lonjakan perubahan",negatif
blunder mulu,negatif
blunder abiezzzz,negatif
oppo,negatif
cor bocorrrrrr,negatif
jago kalo tiap hari ga pake produk apple tu,negatif
"bang bang, edit  bener lah, itu macbook lu keliatan logonya, brand oppo cmo pake apple ",negatif
baru 10k view masih fresh kalo gua dah delete nih video malu maluin,negatif
stresss,negatif
tenang masih ada jagad review  membela kalian,negatif
"wah blunder bgt ini mahh, bau² nya ada  bakal nyari loker nih",negatif
unbelieveable. you are the head of marketing of your own product. very bad example,negatif
the editor getting fired,negatif
"singkat,padat, <a href=""",negatif
"<a href="" , pake macbook ?    gimana ni nasib editor .. ",negatif
"<a href="" macbook apple chip m series ni bos, senggol dong! ",negatif
buah ni boss,negatif
coba script video ini bikinnya pake ai writter bangss. biar lebih nyambung,negatif
8 jt mediatek 7300? minimal 8200/8300 lahhhh itu baru performa. jawaban darii tadi performa dan performa,negatif
gorengan hari ini,negatif
"pecat ini orang, ga pake oppo. malah sponsori apple <a href=""",negatif
"ok gw akui dia sebagai cmo hebat bisa ngegaet orang buat liat video ini, walaupun ngomong gk jelas kemungkinan besar habis ngisep ganja",negatif
"duh brand sekelas oppo defensif statement g asik amat,,, klo d tongkrongan auto djauhin  gni mah",negatif
wkwkwkwkw. editor ketar ketir .   oppo pake produk apple,negatif
aaiihhhhhhh.... minimal maksimal pakai mekbuk gak tuh,negatif
"<a href="" banyakin yapping duttt baduuttt ",negatif
"di kritik bukannya evaluasi dan sadar diri malah pembenaran sendiri,payah ",negatif
"spek  sedeng begini, ya bolehlah, tapi bezel logam lah, biar terasa premium, 9 juta loh. back door kaca kan? kalau enggak, udah kebangetan sih.",negatif
dan  kyk gini pun masih banyak  bela di fb,negatif
"terimakasih atas semuanya,kami selaku staf sales promotor oppo dilapangan tidak gajian beberapa bulan kedepan",negatif
hp  masih ku pake dan work  oppo a5s . adem sekrang +itel,negatif
kalo badut lawak udah mendarah daging ya gini jadinya,negatif
"<a href="" siap siap editor dipecat nih ",negatif
"bro, reviewer disangkal. apakah brand lain berani? salute oppo",negatif
yuk jangan direview lagi oppo nya,negatif
ternyata untuk jadi direktur pemasaran harus pake brand apple yaa   biar kenceng dan performa maksimal,negatif
prrrfffftttt logo apple cukk,negatif
kocak,negatif
"udah kurang banget produknya , malah ngelunjak pas dikritik. my thoughts is that you&#39;re a childish company. just accept and fix ur goddamn device is it that hard? yea of course all you can do is just whining and defending ",negatif
"i am here because of the <a href="" leak . who else is here for that?",negatif
patrick owen selaku cmo oppo tapi masih suka pakai produk apel ?,negatif
"mari fokus ke <a href="" guyss",negatif
pucek kamu diomongin satu negara awokawok,negatif
pecat editor,negatif
"<a href=""",negatif
"<a href="" waduh macbook",negatif
anti kritik ni oppo awokawok,negatif
waduh oppo pake macbook,negatif
"saya kira yang harakiri cuman samurai,ternyata...... ",negatif
"oppo reno yang terbaik tetap reno 10 pro+, performa hebat, kamera ciamik. seri reno setelahnya hanya sampah. sudah blunder parah ini.  saran saya, masukin seri flagship nya (oppo find series), kita tau seri flagshipnya oppo nyaris tanpa cela.  salam dari user oppo find x6 pro",negatif
lawan 13t aja kalah telak reno 12,negatif
mas oppo mas oppo,negatif
bahasa kentut,negatif
"<a href=""  dimaksud amoled datar siapa????",negatif
denial mat,negatif
malah blunder wkwkwk,negatif
"<a href=""",negatif
pakai macbook + earpods,negatif
"bang, sehat?",negatif
ini orang pusatnya gak ada bikin minta maaf kah? blunder parah bener kepercayaan bakal hilang lama2,negatif
oppo jual gimmick ya udah pasti bakal terjun payung terus,negatif
pansos dengan gayaa,negatif
pr disaster,negatif
"hahahaha and also at least make an oppo book first, instead of using the apple book brand, later people will claim that it is theirs. this brand is really hypocritical, i regret buying this item.",negatif
bahkan anak2 di kompleks sy ng ad  pake oppo,negatif
"<a href="" hiyaaa gapake produknya sendiri wkwkwkwk",negatif
lol,negatif
"<a href="" oppo ada produk tablet, oppo pad air. seenggaknya kalau nggak punya produk laptop masih ada tablet, apa mereka nggak pd pake produk sendiri malah lebih pilih pake macbook awokwok",negatif
dibandingkan dengan chipset tahun 2022??  exynos 2200 tahun 2022. dimensity 7300 2024,negatif
hiburan hti sekarang,negatif
"<a href="" buat yang kesini setelah liat postingan gtid",negatif
akoawkoawkoawk anjirrr ada human errornya,negatif
bandingin chipsetnya yang setara tahun keluarannya lah,negatif
cringe marketing officer..,negatif
his face really show that he is fool....you recruited this one for ur cmo oppo ? look at that stupid face...,negatif
"oppo , oppo iki ?",negatif
"this person is realy2 fool...sure hes completely fool...he compare with s24 ultra...seriously? eat my shit, ass face...",negatif
waduh logo apple wkwkwkwk,negatif
blunder parah. kasihan sales2 oppo di luaran sana,negatif
"don&#39;t act pretentious, it&#39;s already known for being a stingy brand. i&#39;ve only used an oppo cellphone for not even 2 years but it lags when opening games and also oppo sometimes has a lot of problems, sometimes it completely dies when playing games, sometimes it just hangs by itself, at least don&#39;t be stingy with the chipset after changing to infinix there are lots of differences right away.",negatif
saya semakin yakin kalau saya pribadi tidak akan menjadi user oppo .,negatif
apakah ini udah menuju puncak komedinya?,negatif
jadi kasihan sama sales nya oppo makin susah gk ya klo konsumen nya udh paham + liat video ini,negatif
"anti kritik tanda ga mau maju,harusnya lebih evaluasi diri lagi mengenai productnya bukan malah membanggakan dan menjatuhkan product lain ",negatif
"clear winner the shit , oppo kyknya udh ga bisa bersaing di indo, tinggal tunggu waktu aja sih kalo begini terus",negatif
datang kesini cuma untuk dislike,negatif
ga pernah pakai 1 pun produk oppo,negatif
emng boleh pake produk apple? hahahaha,negatif
thats why oppo is what.,negatif
sesimpel gausa beli merk ini aja si udah kalo emg kurang srek mah,negatif
brand kocak,negatif
semua reviewer di senggol,negatif
"stabil? kaga lah, stabil an 7 gen 3",negatif
di kritik bukannya berbenah malah membela diri wkwkwk,negatif
"<a href="" sedang bertanya² performa tinggi yang di maksud tu bagian apa? orang cuma pake dimensity 7300, lawak lawak",negatif
angkat kaki dari keluarga ngopo..,negatif
"meme akhir tahun, moga masuk list",negatif
suicide mission,negatif
haptic feedback penting untuk orang yang pernah merasakan . artinya ya udah bener david.,negatif
"saran itu di terima bukan denial, minimal laptop ga pake apple wkwkwk",negatif
"<a href="" badut wanna be",negatif
"seharusnya gak perlu bikin video kayak gini. kalo dikritik itu ya terima dan perbaiki. kalo kayak gini, ya anda sama aja gak dengerin masukan dari customer sendiri dan malah melakukan pembelaan. gak respect jadinya.",negatif
"hoek, open minded cuma argumen/kritik sendiri maunya. theselfishbrand",negatif
"wow damn, kami pun dari dahulu sudah tau spek oppo khususnya reno kebawah tidak ada yang worth to money! btw sebagian kami mengetahui untuk apapun produk yang kalian banggakan untuk pasar indonesia itu tidak dijadikan prioritas di target market kalian. so know your place trash! indonesia bukan tempat untuk kalian.",negatif
"<a href="" oppo pad 2 masih ready tuh ngab di tokped",negatif
pengen tau berapa banyak dislikenya,negatif
1.100an per jam 14.00 tgl 9/10,negatif
logo applenya kenapa mesti diedit2?,negatif
ngeles aja nih wak,negatif
ini  ngomong orang mana? ngomong campur campur logat nya gak jelas bikin enek,negatif
ngomong apaan sih. ngomong yang jelas njir,negatif
mending2 dimensity 8000 series bos. ini 7000 series tu kyk hp 4g 4jutaan doang kocag. cmo tapi anti kritik,negatif
this is a clear suicide  1. claim fokus ke performa tinggi 2. performa gaming kureng malah bilang ga cuma buat gaming 3. ngunggulin ai tapi nyadar kalo ai nya belum sempurna jadi yang mau diunggulin itu sektor mana sebenernya? target marketnya juga pasti bingung ini hp buat siapa,negatif
kalo target ortu bapak emak belum tentu pakai fitur ai kecuali ortunya ngerti paham banget teknologi,negatif
"maaf kalau anda ga suka, berarti bukan target market kami, karena target market kami orang yang ga paham teknologi",negatif
"exactly , bingung banget dia ngomong arah tujuan nya kemana wkwk",negatif
​@@nebrazkausa selain itu juga  bisa kami rayu dengan kamera  dipercantik,negatif
biar gimana logo apple nya diilangin gitu tapi di menit ke 3 bocor,negatif
trash oppo,negatif
oppo sampah,negatif
woy cepetan donlot ni video sebelum di take down,negatif
"hp 9 juta pake dimensity 7300, bilang aja pengen cuan jumbo wkwkkw.",negatif
"ngeles terus bawa bawa peforma tpi pake chip 7300, harga gk ngotak, di harga segitu udh dpt flagship  notabene jauh diatas produk elu",negatif
udah gw arsipin buat meme &amp; just in case,negatif
lelucon hari ini,negatif
logo baru oppo bentuk apel ya ?,negatif
lawak,negatif
doi bukan orang indo kah ?,negatif
ke sini gara² grup himputek,negatif
sama wkwkwkkw,negatif
"wkwkwkwk cocok jadi menteri nih, antikritik dan suka ngeles ",negatif
"dgn adanya sanggahan ini makin tambah bener apa  diomongkan david, dikira buta tuli gatau apa2 soal soc wkkwkw lucu sih ini",negatif
kapan ya bisa beli macbook </a>,negatif
"saya pengguna oppo, saya harap oppo mau dengar pendapat saya... 1. kualitas kamera oppo harus ditingkatkan, karena selalu kalah sama kompetitor/saudara sendiri, kamera depan kasih af, untuk seri reno keatas. 2. tambah lagi fitur ai y, harus banyak lah fitur ai y kyak merek sebelah (s), n  penting gratis . 3. tolong kasih esim di smartphone model reno keatas, karena skrng dah zaman y esim.. 4. tingkatkan lagi keamanan y karena skrg zaman y penipu, klo bisa kasih jaminan keamanan 5th.  saat ini dah bnr sih oppo ningkatin durabilitas hp, sama fitur link boost y saya seneng bgt, karena terbukti di pedesaan saya masih dapet sinyal... tolong selalu berinovasi supaya saya gk pindah ke lain hati... terimakasih ",negatif
"bocor tuh apple <a href=""",negatif
mac,negatif
"&quot;tidak cepat panas&quot; gimana mau panas, udah chipset midrange di limit pula btw  like 81 doang paling salesnya  takut makan terasi  dislike udah 1000 lebih wkwkwk",negatif
"<a href="" minimal pake oppo pad sih",negatif
"wah sekelas oppo pake macbook, jadi pengen pake macbook nya apple juga",negatif
minimal pake laptop oppo lah,negatif
"bang, hp oppo ngga nyampe top 30 di list hp yang w mau so skip",negatif
mana logo apel kegigit nya ? kok beda sama awal rilis,negatif
nitip jejak sebelum videonya dihapus. awokaowkaowk,negatif
"shame of you, stupid cmo",negatif
saran saya hapus aja bang video mu ini sebelum meluas jadi bahan hujatan wkwk ini bisa jadi aib oppo terus kedepan,negatif
asik jejak digital,negatif
kasian nih salesnya di lapangan hahhaha,negatif
"apa sih bahasa campur2 gtu, keliatan pinter kagak , aneh iya , wkwk",negatif
"wowkwowok gk terima dikritik langsung upload video, merasa paling bener, <a href="" dh gitu keciduk pake macbook apple ",negatif
very bad pr move,negatif
"awalnya pengen punya oppo, jadi batal karena liat react ini... terlalu membela diri",negatif
"loh loh kog ada  muncul <a href="" saran saya yah, klo udah dikritik terima lah, dan berbenah.",negatif
lumayan terhibur dengan lawakan cmo oppo,negatif
lawack of the week,negatif
tws oppo nya  seri brapa itu?,negatif
"exynos 2200 memang terdapat kekurangan, maka dari itu brand berbenah dan hasilnya di 2400 sekarang sudah membaik.. fungsi dari kritikan adalah untuk memperbaiki apa yang kurang dari sebuah produk, kalo ada brand yang membela kalau ada kekurangan di produknya itu tandanya??",negatif
"sah-sah saja membandingkan dengan produk kompetitor, tetapi minimal fair dalam membandingkan, exynos 2200 itu dipakai di produk keluaran tahun berapa?, sedangkan reno 12 series itu produk tahun berapa?",negatif
​@@adityaandri2 yes seharusnya bandingin dengan exynos  sekarang jngn sama  udh lewat 2 tahun,negatif
@@fulzedan bandingin sma s24 fe berani gak tuh,negatif
"ini flagship? dari mananya? warna gak elegan, performace mid, screen adaptive cupu gt, kamera b aja, ai nya aja  lumayan.",negatif
tinggal lht market cocok yang mana,negatif
buat hp 9jt harusnya udah minim keluhan mana bentukannya mirip oppo reno 6 pro hp 3 taun lalu chipset tanggung untuk harganya dan mesin geter murah yang katanya fokus ke performa yang biasanya aja sekelas hp kompetitor di harga 4jtan saya pengguna reno 3 tahun terakhir ini (karna ringan dan bandel itu aja) tp video gini malah nga respect sama oppo,negatif
brand badut,negatif
pp,negatif
"<a href="" anda tidak akan menyesal meng klik nya",negatif
aduh saya klik lagi,negatif
logo apple,negatif
"anjir hp baru tapi dibandingin sama chipset s23fe, sekarang aja udah ada s24fe",negatif
no respect bro.,negatif
udah 928 dislike,negatif
blunder,negatif
that macbook speaks louder than him,negatif
lol,negatif
brand anti kritik,negatif
orang pusatnya langsung yang ngebadut ini,negatif
awal mula blundernya oppok,negatif
"yang bilang soc yang dipake ampas, gw ga setuju. secara spesifikasi, beneran nih hape oke. nyaman digunakan. pake hape ini selama 2 minggu, ga ada keluhan sama sekali. masalahnya khan cuma 1. harganya yang... duh...",negatif
"soc nya emg ga ampas, gaada  bilang ampas jg.  ampas itu harganya. ga masuk banget d7300 dipake di hp 9jt",negatif
"@@desmoshadow coba baca semua komentarnya. banyak yang bilang chipsetnya bapuk. artinya memang menilai tapi belum pernah pakai. soal harga, memang agak bercanda ini oppo.",negatif
lol,negatif
titik kumpul kh,negatif
"padahal reviewer indo udah  paling kalem lho, how your brand gonna survive in india sir?",negatif
"hahahahahahahahhah makin ga laku habis ini, mantaappp",negatif
hanguskan oppo di indonesia,negatif
ninggalins jejack dulu,negatif
wkwkwwkw,negatif
editor masih aman logo apple nya nongol???,negatif
"<a href="" logo apple bocor ",negatif
bisa bisanya dengan banggabya share kebodohan diri sendiri,negatif
carl pei wannabe kah?,negatif
"bro pressed self destruction button, mana pakai mac book anjir",negatif
bluder sekali anda oppo indonesia,negatif
sorry oppo tapi kali ini lu blunder,negatif
"<a href="" apple wkwkwkkw kocak hire editor lah",negatif
orang dikasih kritik malah bilang kelebihan lain  okelah kalau bilang kelebihan tapi bilang jga   untuk selanjutnya akan lebih dipertimbangkan hal-hal  dikeluhkan oleh reviewer   btw mac yah bang?,negatif
"pake bahasa kentut, kalau mau pake bahasa indonesia, ya harus sepenuhnya pake bahasa indonesia, begitu juga kalau mau pake bahasa inggris, ya harus sepenuhnya bahasa inggris (tinggal kasih terjemahan aja). jangan dicampur kayak gitu...",negatif
njir blunder,negatif
blud just buried his own whole carrer,negatif
cmo nya aja pake macbook gimana sih,negatif
"ngapain coba buat konten kek gini, blunderrr",negatif
"lah lawak, di kritik kok baper",negatif
"everybody want peace, but he choose violence ",negatif
and got f*cked so hard by himself,negatif
kalo udah takedown kabarin,negatif
"subreker hampir 4juta tapi gak sampai 10.000 views?!  satu lagi bahasa indonesia dicampur bahasa inggris. seharusnya sih cukup satu bahasa. kalau full bahasa inggris dan mau versi bahasa indonesia, tinggal nyalain cc atau di dubbing.",negatif
bro bepikir bakal ada yang suka konten seperti ini. . blunder abizz xixixixi,negatif
logo apple nya tuh wkwkwkw. gw yakin editor nya kena sp atau gak kena pecat,negatif
habis di goreng di grup teknologi  ada ada aja lu bang.,negatif
easter egg-nya: ada logo apple dimenit yang seperti bilangan pi. apple pie?!,negatif
blunder,negatif
"oppo emang beda, makin ngancurin diri sendiri ",negatif
mau niruin ceonya nothing tp banyak blunder gajelas,negatif
kocaaaakkk,negatif
"<a href="" pakai products apple juga wkwwkkwk... brand oppo badut ",negatif
"oalah orang malaydesh,keliatan tuh logatya",negatif
antara singapur sama malay sih,negatif
"bad move, oppo.",negatif
"<a href="" lupa edit logo applenya kak",negatif
lawak of the years,negatif
dari gaya ngomongnya aja udh blunder.. kalo emang target market lu indonesia people dan nge-response video2 lokal reviewer.  gunakan saja bahasa indonesia 100%. gak usah sok2an anak jaksel,negatif
wkakakakakaka,negatif
oalah mbon,negatif
di bulan oktober,negatif
"<a href="" macbook revealed, editor minim kena sp",negatif
"<a href="" gua ngga liat logo apple kok bang, tenang",negatif
"14t pro ud keluar bang, bangun bang.",negatif
pecat editor nya,negatif
you dig your own grave oppo congrats,negatif
